,starttime,Lat,Lon,Base
548427,4/30/14 16:55,40.7231,-73.9929,B02682
548428,4/30/14 16:55,40.7461,-73.9822,B02682
548429,4/30/14 16:55,40.7548,-73.9715,B02682
548430,4/30/14 16:55,40.7605,-73.98,B02682
548431,4/30/14 16:55,40.7404,-73.9908,B02682
548432,4/30/14 16:55,40.7149,-74.0057,B02682
548433,4/30/14 16:55,40.7276,-73.9962,B02682
548434,4/30/14 16:55,40.7452,-73.9823,B02682
548435,4/30/14 16:55,40.705,-73.9294,B02682
548436,4/30/14 16:55,40.7419,-73.9893,B02682
548437,4/30/14 16:55,40.742,-73.9852,B02682
548438,4/30/14 16:55,40.7264,-73.9893,B02682
548439,4/30/14 16:55,40.7558,-73.9792,B02682
548440,4/30/14 16:55,40.74,-73.9896,B02682
548441,4/30/14 16:55,40.7307,-74.0068,B02682
548442,4/30/14 16:56,40.7123,-73.9641,B02682
548443,4/30/14 16:56,40.7046,-74.0096,B02682
548444,4/30/14 16:56,40.7046,-74.0096,B02682
548445,4/30/14 16:56,40.7704,-73.8649,B02682
548446,4/30/14 16:56,40.7669,-73.9873,B02682
548447,4/30/14 16:56,40.7274,-74.0083,B02682
548448,4/30/14 16:56,40.7251,-74.0075,B02682
548449,4/30/14 16:56,40.7251,-74.0075,B02682
548450,4/30/14 16:56,40.7461,-74.0052,B02682
548451,4/30/14 16:56,40.6467,-73.7896,B02682
548452,4/30/14 16:56,40.7072,-74.0048,B02682
548453,4/30/14 16:56,40.7657,-73.9698,B02682
548454,4/30/14 16:56,40.7482,-74.0039,B02682
548455,4/30/14 16:56,40.7437,-74.0056,B02682
548456,4/30/14 16:56,40.7536,-73.985,B02682
548457,4/30/14 16:56,40.7522,-73.9734,B02682
548458,4/30/14 16:56,40.741,-73.9959,B02682
548459,4/30/14 16:56,40.7131,-73.9521,B02682
548460,4/30/14 16:57,40.7471,-73.9898,B02682
548461,4/30/14 16:57,40.7488,-73.9959,B02682
548462,4/30/14 16:57,40.7264,-73.9843,B02682
548463,4/30/14 16:57,40.714,-74.015,B02682
548464,4/30/14 16:57,40.7556,-73.9752,B02682
548465,4/30/14 16:57,40.7453,-74.0079,B02682
548466,4/30/14 16:57,40.7577,-73.9853,B02682
548467,4/30/14 16:57,40.7577,-73.9858,B02682
548468,4/30/14 16:57,40.7216,-74,B02682
548469,4/30/14 16:57,40.7358,-73.9928,B02682
548470,4/30/14 16:57,40.7529,-73.9953,B02682
548471,4/30/14 16:57,40.7283,-74.0095,B02682
548472,4/30/14 16:57,40.7224,-73.9993,B02682
548473,4/30/14 16:57,40.7133,-74.0118,B02682
548474,4/30/14 16:58,40.7512,-74.0066,B02682
548475,4/30/14 16:58,40.7335,-73.9975,B02682
548476,4/30/14 16:58,40.756,-73.9727,B02682
548477,4/30/14 16:58,40.7206,-73.9478,B02682
548478,4/30/14 16:58,40.7035,-74.01,B02682
548479,4/30/14 16:58,40.7289,-74.005,B02682
548480,4/30/14 16:58,40.7543,-73.9775,B02682
548481,4/30/14 16:58,40.7499,-73.9814,B02682
548482,4/30/14 16:58,40.7311,-73.9916,B02682
548483,4/30/14 16:58,40.7531,-74.0003,B02682
548484,4/30/14 16:58,40.7479,-73.9788,B02682
548485,4/30/14 16:58,40.7659,-73.9807,B02682
548486,4/30/14 16:59,40.7415,-74.0008,B02682
548487,4/30/14 16:59,40.779,-73.9485,B02682
548488,4/30/14 16:59,40.7676,-73.9706,B02682
548489,4/30/14 16:59,40.7552,-73.9829,B02682
548490,4/30/14 16:59,40.7848,-73.9539,B02682
548491,4/30/14 16:59,40.7381,-74.0086,B02682
548492,4/30/14 16:59,40.7518,-73.9758,B02682
548493,4/30/14 16:59,40.7293,-73.9891,B02682
548494,4/30/14 16:59,40.7425,-73.9846,B02682
548495,4/30/14 16:59,40.754,-73.9857,B02682
548496,4/30/14 16:59,40.7264,-74.0004,B02682
548497,4/30/14 16:59,40.7508,-73.9785,B02682
548498,4/30/14 16:59,40.7536,-73.9989,B02682
548499,4/30/14 16:59,40.7166,-74.01,B02682
548500,4/30/14 16:59,40.7336,-74.008,B02682
548501,4/30/14 16:59,40.7601,-73.975,B02682
548502,4/30/14 16:59,40.7154,-74.0138,B02682
548503,4/30/14 16:59,40.7552,-73.981,B02682
548504,4/30/14 17:00,40.717,-74.0327,B02682
548505,4/30/14 17:00,40.76,-73.9718,B02682
548506,4/30/14 17:00,40.6417,-73.789,B02682
548507,4/30/14 17:00,40.7201,-73.9983,B02682
548508,4/30/14 17:00,40.7624,-73.9194,B02682
548509,4/30/14 17:00,40.759,-73.9687,B02682
548510,4/30/14 17:00,40.7428,-73.9966,B02682
548511,4/30/14 17:00,40.7625,-73.9742,B02682
548512,4/30/14 17:00,40.7633,-73.9768,B02682
548513,4/30/14 17:00,40.7425,-74.007,B02682
548514,4/30/14 17:00,40.7431,-73.9855,B02682
548515,4/30/14 17:00,40.7645,-73.9727,B02682
548516,4/30/14 17:01,40.7451,-74.0038,B02682
548517,4/30/14 17:01,40.7445,-73.9834,B02682
548518,4/30/14 17:01,40.7552,-73.9733,B02682
548519,4/30/14 17:01,40.7367,-73.9889,B02682
548520,4/30/14 17:01,40.7531,-73.9748,B02682
